price,item_id,developer,año
9.99,646673,zen studios,2017
4.99,722710,"smiteworks usa, llc",2017
9.99,646662,zen studios,2017
6.99,646663,zen studios,2017
9.99,646664,zen studios,2017
9.99,646666,zen studios,2017
4.99,646667,zen studios,2017
202.76,442120,zen studios,2017
10.99,646668,zen studios,2017
9.99,646669,zen studios,2017
9.99,646670,zen studios,2017
4.99,646671,zen studios,2017
9.99,646672,zen studios,2017
9.99,657421,zen studios,2017
9.99,657422,zen studios,2017
9.99,657420,zen studios,2017
4.99,657423,zen studios,2017
9.99,646665,zen studios,2017
0.99,709220,dexion games,2017
5.99,688241,"koei tecmo games co., ltd.",2017
79.99,704150,"koei tecmo games co., ltd.",2017
5.99,688242,"koei tecmo games co., ltd.",2017
9.99,657424,zen studios,2017
5.99,688243,"koei tecmo games co., ltd.",2017
5.99,688244,"koei tecmo games co., ltd.",2017
5.99,688245,"koei tecmo games co., ltd.",2017
5.99,688246,"koei tecmo games co., ltd.",2017
5.99,688247,"koei tecmo games co., ltd.",2017
9.99,676910,artifacts,2017
0.99,704550,pinkyswear,2017
4.99,695420,pretty bat games,2017
0.0,682970,talpel games,2017
0.0,566410,bruno martiol,2017
3.99,662380,bulls bros,2017
0.99,447920,retraissance,2017
199.99,719900,striped rocket,2017
1.99,709720,exciting game,2017
0.99,713600,lillywelland inc.,2017
10.99,710490,frontier developments,2017
0.99,711090,slygames,2017
0.99,711080,slygames,2017
0.99,711100,slygames,2017
9.99,686090,amazastrophic,2017
7.99,632580,d. scott nettleton,2017
0.99,710390,ddfg,2017
7.99,718420,"smiteworks usa, llc",2017
0.99,709670,"david nguyen,david chang",2017
7.99,718460,"smiteworks usa, llc",2017
6.99,718480,"smiteworks usa, llc",2017
5.99,718390,"smiteworks usa, llc",2017
17.99,440650,stray fawn studio,2016
3.99,712900,stray fawn studio,2017
2.99,710300,herocraft,2017
17.99,553210,herocraft,2017
14.99,386100,quantumsquid interactive,2017
19.99,589290,anvil game studios,2017
24.99,521790,"fair weather studios, llc",2017
1.99,702660,illfonic,2017
0.99,697800,chris antoni,2017
0.99,701020,zain ul hassan,2017
29.99,648301,slightly mad studios,2017
2.99,699090,magic pixel kft.,2017
1.99,704950,johnny ginard,2017
0.0,687280,"dark polygon ltda.,jalomot ltda.",2017
0.99,699240,heaven brotherhood,2017
19.99,639300,creative storm entertainment,2017
0.0,720110,jason godbey,2017
5.99,409570,"tim pinder,david franco campos,zak eidsvoog,david thor fjalarsson",2017
4.99,720900,daybreak game company,2017
6.99,702080,great god,2017
9.99,718690,image &amp; form,2017
9.99,707770,capt mccay soft,2017
0.0,708171,kevin nitschmann,2017
99.99,714230,panoramik inc,2017
10.99,669320,"shanghai yi ming network technology co., ltd.",2017
2.99,712440,robert ayodele mensah,2017
4.99,623263,matrix trains,2017
6.99,706380,sacada,2017
4.99,623265,matrix trains,2017
4.99,623264,matrix trains,2017
6.99,691250,mike wiering,2017
6.99,645240,yaida,2017
0.99,705440,rusty games,2017
49.99,411920,eagle dynamics sa,2017
4.99,702300,notus games ltd,2017
5.99,629840,krealit,2017
0.0,436180,mercurysteam,2017
0.99,703210,for kids,2017
9.99,462600,mercurysteam,2017
8.99,709160,format,2017
19.99,571310,image &amp; form,2017
0.99,707600,putilin_industries,2017
0.99,675940,shevchenko technology,2017
9.99,714850,codename entertainment inc.,2017
19.99,714860,codename entertainment inc.,2017
29.99,714861,codename entertainment inc.,2017
0.99,693300,tvee games,2017
4.99,604040,maulidan games,2017
2.99,614350,"smiteworks usa, llc",2017
2.99,614300,"smiteworks usa, llc",2017
9.99,287220,alientrap,2017
1.99,708610,manic mind game lab,2017
59.99,398810,pgn inc,2017
11.99,405190,skunkwerks kinetic,2017
1.99,668630,hl-galgame,2017
9.99,693830,nimbus interactive,2017
2.99,614290,"smiteworks usa, llc",2017
12.99,679770,nitreal,2017
0.99,710080,verymax,2017
49.99,708500,targem games,2017
69.99,719670,targem games,2017
9.99,708490,targem games,2017
1.99,701620,yang1zhi,2017
4.99,699160,shaman games studio,2017
14.99,711310,chickenpig software,2017
0.99,710120,ripknot systems,2017
19.99,621924,dovetail games,2017
12.99,391530,tarhead studio,2017
19.99,579760,skygoblin,2017
9.99,642750,paradox development studio,2017
2.99,689910,accidental queens,2017
7.99,710800,eugen systems,2017
14.99,454770,ben hopkins,2017
4.99,707470,boomcat studios,2017
0.99,710110,ripknot systems,2017
4.99,682640,aditya yadav,2017
0.99,685120,eder gabriel,2017
0.99,698510,"syu-syu,nathuz",2017
1.99,676210,kamil szczepanik,2017
4.99,702150,raxasoft games,2017
0.0,683670,"maxwell volz,david zeiser",2017
0.99,709700,lillywelland inc.,2017
19.99,687251,"entwell co., ltd.",2017
5.99,638010,ripstone,2017
3.99,706690,firestorm entertainment,2017
0.99,703750,dexion games,2017
0.99,704490,dexion games,2017
0.99,704500,dexion games,2017
15.99,654390,tea-powered games,2017
14.99,463680,runewaker,2017
2.99,704460,dexion games,2017
19.99,679010,runewaker,2017
39.99,679020,runewaker,2017
14.99,661740,"crescent moon games,we're five games,blowfish studios",2017
4.99,651610,xavier orion games,2017
9.99,701080,molegato,2017
0.99,710270,vb studio,2017
12.99,680190,interstellar tortoise,2017
9.99,599510,roman kozhukhov,2017
19.99,628800,"locomalito,gryzor87,abylight",2017
6.99,522750,too kind studio,2017
7.99,532900,rezo zero,2017
0.0,446150,"valkyrie entertainment, llc",2017
14.99,559910,general interactive co.,2017
14.99,691120,"relic entertainment,feral interactive (mac),feral interactive (linux)",2017
29.99,683600,"sports mogul, inc.",2017
7.99,637739,ubisoft - san francisco,2017
2.99,637740,ubisoft - san francisco,2017
2.99,637741,ubisoft - san francisco,2017
4.99,677090,auroch digital,2017
0.99,714240,walter machado,2017
2.99,637742,ubisoft - san francisco,2017
0.0,706970,auroch digital,2017
0.99,699450,bch waves,2017
9.99,709020,theodor niklas,2017
0.99,633880,ehtechnology,2017
0.99,707370,crankies smartworks,2017
24.99,301840,uppercut games pty ltd,2017
0.99,706330,ripknot systems,2017
4.99,601120,brainagi games,2017
1.99,707610,boogygames studios,2017
1.99,707850,boogygames studios,2017
0.99,672290,sultan.emr,2017
14.99,696650,helios production,2017
0.0,550470,"entwell co., ltd.",2017
7.99,681750,jakub klementewicz,2017
4.99,713100,ecogames,2017
1.99,711450,"dror riov,evgeny osmet",2017
10.99,660450,i show you,2017
0.99,698430,"syu-syu,squeakywafflez",2017
14.99,684270,pleasingfungus games,2017
0.0,718570,amplitude studios,2017
4.99,715420,craig barnes,2017
6.99,677130,evil twin artworks,2017
0.99,654610,"just1337 studio,cyberoar",2017
0.0,709960,blue booth studios,2017
1.99,707360,大谷 dgspitzer,2017
2.99,576612,burstray games,2017
0.99,678670,anatoliy loginovskikh,2017
3.99,678770,cat in jar games,2017
1.99,700440,panguojun,2017
2.99,690260,cavedave,2017
1.99,698950,ilin dmitry igorevich,2017
9.99,691390,arupaca laboratories,2017
1.99,708430,"nikita ""ghost_rus""",2017
3.99,699950,catom games,2017
9.99,670490,darkcross games,2017
9.99,631920,mykhail konokh,2017
4.99,672970,whiskeybarrel studios,2017
0.0,689090,chlsea,2017
0.0,713240,borokai studio,2017
14.99,539560,royal polygon,2017
59.99,577800,visual concepts,2017
0.99,700430,choice of games,2017
44.99,435150,larian studios,2017
14.99,715950,larian studios,2017
12.99,630910,dovetail games,2017
7.99,555150,david wehle,2017
6.99,711240,choice of games,2017
0.0,649310,"stardock entertainment,oxide games",2017
9.99,643810,team fugl,2017
4.99,704990,hifire game studio,2017
29.99,623090,"2xl games,blitworks",2017
0.0,552110,"grey havens, llc",2017
29.99,577350,dovetail games,2017
49.99,638630,"grey havens, llc",2017
19.99,704900,"grey havens, llc",2017
9.99,643830,binji,2017
4.99,714600,"binji,breakdown epiphanies",2017
4.99,714710,binji,2017
0.99,696400,bjgameind,2017
9.99,713130,"smiteworks usa, llc",2017
5.99,711270,"smiteworks usa, llc",2017
7.99,711280,"smiteworks usa, llc",2017
2.99,713900,"smiteworks usa, llc",2017
1.99,710060,"smiteworks usa, llc",2017
29.99,709680,"smiteworks usa, llc",2017
0.0,691540,roger barton,2017
19.99,390560,sirlin games,2017
9.99,640040,sirlin games,2017
14.99,498630,silent parrot studio,2017
4.99,625500,"pixel dash studios,eq games",2017
2.99,701860,cocosola,2017
44.99,715480,"smiteworks usa, llc",2017
9.99,521420,bnk team,2017
0.0,656120,cleanwatersoft,2017
2.99,685470,7dots,2017
9.99,650780,screambox studio,2017
0.99,704700,another noname,2017
19.99,704930,"grey havens, llc",2017
1.99,698320,snowflame,2017
7.99,623940,"what pumpkin games, inc.",2017
2.99,678530,parrott studios,2017
7.99,680910,"what pumpkin games, inc.",2017
3.99,688590,rumata lab,2017
9.99,700750,kusone studio limited,2017
4.99,680440,nincent,2017
12.99,386620,vertigo gaming inc.,2017
7.99,404530,l twigger,2017
7.99,701930,橘子班,2017
0.99,705430,crankies smartworks,2017
59.99,579180,nihon falcom,2018
19.99,286000,pocketwatch games,2017
7.99,617360,severalbytes,2017
14.99,516960,blue drop games,2017
7.99,663530,jonathan mccarthy,2017
29.99,706290,monster games,2017
39.99,670900,monster games,2017
11.99,691300,capcom,2017
19.99,695370,hi-rez studios,2017
0.99,700790,putilin_industries,2017
4.99,707890,hi-rez studios,2017
0.99,529920,lightning man media,2017
0.0,656070,"pixel constructor, llc.",2017
3.99,699370,ab soft,2017
8.99,695830,intermediaware,2017
0.99,673760,ehtechnology,2017
0.99,605330,nihon falcom,2017
1.99,605333,nihon falcom,2017
0.99,605332,nihon falcom,2017
0.99,605334,nihon falcom,2017
0.99,605331,nihon falcom,2017
2.99,605335,nihon falcom,2017
0.99,714660,severalbytes,2017
4.99,699930,aomin-meiho,2017
4.99,666040,the commander,2017
24.99,650261,windthunder studio,2017
49.99,650280,windthunder studio,2017
7.99,704750,gurashop,2017
4.99,703260,bakno games,2010
19.99,684340,the domaginarium,2017
0.99,713110,talpel games,2017
0.99,587790,night animals,2017
19.99,501950,"big fat alien,blue sock studios",2017
7.99,686450,naissusworks,2017
6.99,689520,hede,2017
2.99,680450,7 raven studios,2017
3.99,655660,a maniacal game lp,2017
9.99,385410,"tomas gonzalez,martin pilaszek",2017
11.99,707720,peter junior leonar,2017
9.99,356831,gears for breakfast,2017
9.99,689000,cubic timeline productions inc.,2017
14.99,710630,unnaturalism inc.,2017
0.0,703090,"wangjianwei,kuangxiang",2017
2.99,672880,afrodieter,2017
0.99,702200,mihai morosanu,2017
0.0,691730,dreamescape,2017
15.99,675360,"accela,inc.",2017
5.99,627460,intelligent systems,2017
12.99,671880,daisessen,2017
0.0,661960,fx games,2017
19.99,591980,fishing planet llc,2017
4.99,623920,spellbound,2004
0.99,692220,yah_shi,2017
12.99,696020,elephant games,2017
14.99,678450,gamepainters,2017
1.99,694980,varagtp,2017
0.99,706000,varagtp,2017
0.99,692830,christoffer ryrvall,2017
3.99,675830,ventura science,2017
0.0,685310,coconut shavers,2017
6.99,638690,"sharkjaws, blue whale games",2017
0.99,692290,b52 development team,2017
29.99,623611,pad-labs gmbh,2017
1.99,709560,viron shake,2016
4.99,708190,fewjix,2017
1.99,696490,artur rezende,2017
19.99,713770,striped rocket,2017
14.99,694520,tamaya kagiya,2017
7.99,532021,"crespirit,gemayue",2017
1.99,675960,serf100,2017
0.99,652990,spike nail studio,2017
9.99,674210,digital awakening,2017
0.0,709580,hannibal stuff,2017
0.99,676620,xuan,2017
9.99,596390,duneworld games inc.,2017
0.99,701470,walter machado,2017
2.99,701970,boogygames studios,2017
1.99,704370,boogygames studios,2017
3.99,699820,chris germano,2017
11.99,704540,ankama studio,2017
19.99,672630,squeaky wheel studio inc,2017
9.99,675040,paper rose games,2017
9.99,676850,exodus software,2017
9.99,602622,maple flag,2017
4.99,694380,mightycodedragon,2017
4.99,692500,daserge,2017
4.99,689120,"moped games,random dragon games,nerve damage games",2017
1.99,702910,virtual top,2017
1.99,679090,valorware,2012
8.99,606720,fishmoose interactive,2017
17.99,687260,cherrymochi,2017
8.99,678010,crystalmesh studios,2017
14.99,703350,hi-rez studios,2017
0.99,709090,white dog,2017
9.99,709210,noble empire corp.,2017
11.99,571710,bohemia interactive,2017
17.99,695820,bad seed,2017
0.0,592890,bad seed,2017
4.99,698760,pocketwatch games,2017
12.99,695960,boomzap entertainment,2017
34.99,630911,just flight,2017
0.0,627690,codename entertainment inc.,2017
2.99,711220,"smiteworks usa, llc",2017
14.99,536240,frogdice,2017
9.99,688500,rise of one,2017
49.99,536241,frogdice,2017
0.0,466660,frogdice,2017
6.99,706590,"smiteworks usa, llc",2017
4.99,668970,grégory joerger,2017
14.99,709600,"smiteworks usa, llc",2017
4.99,682230,milkbag games,2017
11.99,570780,上海烛龙信息科技有限公司,2010
15.99,570770,上海烛龙信息科技有限公司,2013
4.99,459050,wildcard studios,2017
1.99,699520,illuminated games,2017
4.99,673040,ninja chip studios,2017
24.99,695000,"smiteworks usa, llc",2017
3.99,677030,hio giang,2017
19.99,620040,stardock,2017
9.99,543100,worm animation,2017
14.99,562810,ubisoft pune,2017
12.99,613450,levall games ab,2017
4.99,629680,levall games ab,2017
2.99,698710,smarthart games,2017
0.99,698330,for kids,2017
2.99,706600,"smiteworks usa, llc",2017
3.99,706800,"smiteworks usa, llc",2017
2.99,706780,"smiteworks usa, llc",2017
6.99,705880,"smiteworks usa, llc",2017
24.99,709650,"smiteworks usa, llc",2017
1.99,709980,"smiteworks usa, llc",2017
2.99,710010,"smiteworks usa, llc",2017
1.99,711040,"smiteworks usa, llc",2017
2.99,637734,ubisoft - san francisco,2017
2.99,637733,ubisoft - san francisco,2017
0.0,702411,"acram digital,mobo studio",2017
3.99,682270,rhino dev,2017
2.99,703200,wix games,2017
5.99,694960,gilles schaeck,2017
2.99,671550,graham garven,2017
9.99,709690,"smiteworks usa, llc",2017
0.0,672730,byting games,2017
1.99,710040,"smiteworks usa, llc",2017
1.99,699550,vyacheslav shilikhin,2017
1.99,688630,warptear entertainment,2017
10.99,673770,"oblomysh,ehtechnology",2017
8.99,610960,red obsidian studio,2017
9.99,667760,gemi games,2017
9.99,575300,ci games,2017
399.0,689790,magix software gmbh,2017
0.99,678880,octopus 8 studios,2017
0.99,682000,octopus 8 studios,2017
0.99,682010,octopus 8 studios,2017
9.99,693450,totem games,2017
2.99,702410,"acram digital,mobo studio",2017
2.99,702415,"acram digital,mobo studio",2017
10.99,321470,dovetail games - fishing,2017
2.99,702412,"acram digital,mobo studio",2017
3.99,692590,evil games,2017
0.99,705990,dale north,2017
3.99,706910,"massive damage, inc.",2017
0.99,708270,striped rocket,2017
14.99,693710,laruagames,2017
49.99,700010,magix software gmbh,2017
0.99,691810,blaiz entertainment,2018
19.99,650750,actalogic,2017
2.99,686350,immersion,2017
1.99,686351,immersion,2017
4.99,662610,colin eump,2017
0.99,707730,hoshi,2017
4.99,701460,bakno games,2008
2.99,672100,itsjusta games,2017
9.99,562391,high iron simulations,2017
34.99,321471,dovetail games,2017
7.99,251950,cornered rat software,2001
14.99,689900,epic llama,2017
2.99,698351,arcane raise,2017
12.99,695950,blam! games,2017
2.99,698350,arcane raise,2017
2.99,698352,arcane raise,2017
2.99,698353,arcane raise,2017
14.99,644390,"playdek, inc.",2017
4.99,645671,"playdek, inc.",2017
9.99,241300,ludosity,2017
4.99,645670,"playdek, inc.",2017
2.99,705470,lux caput (andrey m),2017
0.0,689400,tzar leonardi,2017
2.99,696730,burp! games,2017
1.99,696910,hunters,2017
9.99,558490,n-tri studio,2017
1.99,679430,dhtstudios llc,2017
0.99,693320,dimosha_92,2017
14.99,681530,"noiszmakers,team infinity",2017
2.99,601200,pixel after pixel,2017
1.99,695320,veibyn,2017
0.99,691220,mubeat studio,2016
1.99,693210,michael schade,2017
5.99,674900,pooandplay,2017
0.99,603360,azimut team,2017
2.99,671850,xenopz,2017
2.99,646470,"jetdogs studios,whalebox",2017
0.0,594610,white dog,2017
12.99,684510,five12 games ltd,2017
0.99,679860,antonio renna,2017
9.99,686660,"meadowlark science and education, llc",2017
12.99,695940,vendel games,2017
3.99,552651,burstray games,2017
0.99,693600,llama software,2017
0.99,693639,llama software,2017
1.99,693626,llama software,2017
0.99,693609,llama software,2017
1.99,693632,llama software,2017
2.99,693642,llama software,2017
2.99,693643,llama software,2017
3.99,683230,white dog,2017
0.99,693611,llama software,2017
1.99,693625,llama software,2017
19.99,635320,ovosonico,2017
0.99,693629,llama software,2017
7.99,629770,might and delight,2017
2.99,686880,might and delight,2017
39.99,544610,black lab games,2017
4.99,686910,night whale,2017
14.99,668280,"skeleton crew studio,thomas olsson",2017
9.99,662190,sunward games,2017
16.99,554620,deck nine,2017
0.99,580910,corradi games,2017
19.99,700230,battlegoat studios,2017
3.99,673530,gameko-studio,2017
1.99,693440,lagun victor,2017
5.99,679220,drunken apes,2017
3.99,633330,invertmouse,2017
2.99,681680,cat nigiri,2017
1.99,700420,rhino dev,2017
0.99,693250,jam,2017
0.0,696990,grey gods,2017
0.99,677250,leslaw sliwko,2017
0.0,622060,gb patch games,2017
19.99,591130,meephead llc,2017
19.99,622710,gb patch games,2017
0.0,596940,llama software,2017
39.99,706450,n3v games,2017
2.99,693644,llama software,2017
0.99,693601,llama software,2017
0.99,693604,llama software,2017
3.99,693613,llama software,2017
0.99,693612,llama software,2017
0.99,693603,llama software,2017
0.99,693637,llama software,2017
0.99,693633,llama software,2017
0.99,693622,llama software,2017
14.99,503010,lusorion creatives,2017
0.99,692180,regorion,2017
9.99,697580,graffiti,1995
0.99,695350,devgamm,2017
8.99,629430,invertmouse,2017
0.0,614250,cuirass entertainment ltd.,2017
1.99,693605,llama software,2017
2.99,633331,invertmouse,2017
0.0,608110,optical override,2017
1.99,692610,hoppanggames,2017
19.99,377060,creative concepts,2017
6.99,700950,"smiteworks usa, llc",2017
39.99,703420,"smiteworks usa, llc",2017
6.99,700980,"smiteworks usa, llc",2017
24.99,705850,"smiteworks usa, llc",2017
3.99,704620,"smiteworks usa, llc",2017
4.99,679390,nick everlith,2017
1.99,675980,evgeniy alemzhin,2017
0.0,687590,dischan media,2012
2.99,671750,"tecsi aron,szocs robert",2017
9.99,577360,greyborn studios,2017
59.99,610190,"koei tecmo games co., ltd.",2017
12.99,628150,"koei tecmo games co., ltd.",2017
19.99,628040,"koei tecmo games co., ltd.",2017
4.99,683690,nicholas rizzo,2017
19.99,628110,"koei tecmo games co., ltd.",2017
1.99,658272,"koei tecmo games co., ltd.",2017
1.99,658274,"koei tecmo games co., ltd.",2017
1.99,658275,"koei tecmo games co., ltd.",2017
1.99,658276,"koei tecmo games co., ltd.",2017
1.99,658278,"koei tecmo games co., ltd.",2017
1.99,658277,"koei tecmo games co., ltd.",2017
1.99,658279,"koei tecmo games co., ltd.",2017
1.99,658291,"koei tecmo games co., ltd.",2017
1.99,658273,"koei tecmo games co., ltd.",2017
1.99,658302,"koei tecmo games co., ltd.",2017
1.99,658292,"koei tecmo games co., ltd.",2017
1.99,658303,"koei tecmo games co., ltd.",2017
1.99,658290,"koei tecmo games co., ltd.",2017
1.99,658293,"koei tecmo games co., ltd.",2017
4.99,683240,interserv international,2017
5.99,689340,sacada,2017
0.99,683810,prioritystudios,2017
0.99,691990,infinite road studio,2017
3.99,704390,vidroid,2017
49.99,411891,eagle dynamics sa,2017
9.99,411901,eagle dynamics sa,2017
9.99,411900,eagle dynamics sa,2017
1.99,697750,sergej110,2017
4.99,706870,"exor studios,exor studios",2017
1.99,658294,"koei tecmo games co., ltd.",2017
1.99,658295,"koei tecmo games co., ltd.",2017
1.99,658296,"koei tecmo games co., ltd.",2017
1.99,658297,"koei tecmo games co., ltd.",2017
1.99,658298,"koei tecmo games co., ltd.",2017
1.99,658299,"koei tecmo games co., ltd.",2017
1.99,658301,"koei tecmo games co., ltd.",2017
19.99,704260,feelthere,2017
1.99,683080,oliver peat,2017
0.0,655550,byu animation -  class of 2017,2017
1.99,658300,"koei tecmo games co., ltd.",2017
44.99,696680,"studio wildcard,instinct games,efecto studios,virtual basement llc",2017
29.99,473690,sloclap,2017
24.99,626200,"illfonic,psyop games",2017
0.99,690570,redforce games,2017
1.99,682150,bmc studio,2017
19.99,662250,"illfonic,psyop games",2017
19.99,584400,"christian whitehead,headcannon,pagodawest games",2017
2.99,618720,△○□× (miwashiba),2017
1.99,689920,△○□× (miwashiba),2017
3.99,693380,soiree games,2017
0.99,688150,aa games,2017
0.99,671760,alexey glinskiy,2017
4.99,686570,league of sweat ent.,2017
0.99,687390,decerion,2017
0.99,683220,"nikita ""ghost_rus"",underanger thegachiwarrior",2017
4.99,694190,gsc game world,2017
0.99,684680,nukgames,2017
9.99,655700,nonfictional games,2017
0.99,700870,nukgames,2017
14.99,489930,rumpus,2017
5.99,591508,dl softworks,2017
1.99,700180,team fork,2017
0.99,699380,striped rocket,2017
3.99,698690,studio desgraff,2017
59.99,515220,"codemasters,feral interactive (mac),feral interactive (linux)",2017
6.99,687610,team 7 lives,2017
19.99,679610,bittersweet entertainment inc.,2017
9.99,503420,ma_mutte,2017
4.99,668610,wemakeapp studio,2017
2.99,682280,brendan wiltshire,2017
2.99,668570,nickar82,2017
24.99,698060,"smiteworks usa, llc",2017
7.99,667670,chjonn studios,2017
5.99,691750,adam john adkins,2017
1.99,665590,vagabond dog,2017
3.99,678780,nedodnb,2017
2.3,680930,oddmeat,2017
6.99,610694,berserk games,2017
3.99,689060,aye technology,2017
6.99,646260,"smiteworks usa, llc",2017
0.99,702040,zanardi and liza,2017
19.99,650810,pro social games,2017
2.99,486380,super legit games,2017
3.99,685230,xero tr-mmxz,2017
1.99,688360,tengenstudio,2017
1.99,686110,heroes productions,2017
4.99,675730,kocmoc17,2017
4.99,687510,xero tr-mmxz,2017
19.99,562386,reppo,2017
7.99,684970,fireburngames,2017
14.99,595080,"jamie rollo,tom campbell",2017
0.99,690440,david j ozsvath,2017
3.99,695880,boogygames studios,2017
0.95,671120,dreamy doe,2017
9.99,642600,magesoft,2017
6.99,650930,"smiteworks usa, llc",2017
9.99,697400,"smiteworks usa, llc",2017
39.99,698840,"smiteworks usa, llc",2017
24.99,701490,"smiteworks usa, llc",2017
29.99,648100,kemco,2017
0.0,685200,fast fall studios,2017
0.99,690740,uniocs,2017
7.99,414232,jamey stegmaier,2017
5.99,414230,ole steiness,2017
7.99,414234,ole steiness,2017
7.99,414233,ole steiness,2017
4.99,649360,triple tree studio,2017
15.99,591530,"cwavesoft, inc.",2017
0.99,701230,digital mistake,2017
2.99,688310,sonnori corp,2017
0.99,693720,omylevca,2017
2.99,688280,sonnori corp,2017
2.99,688290,sonnori corp,2017
2.99,688300,sonnori corp,2017
9.99,686000,nonpareil studios,2017
3.99,697410,"cinemax, s.r.o.",2017
0.99,694970,striped rocket,2017
0.0,301520,freejam,2017
1.99,697380,"cinemax, s.r.o.",2017
3.99,563380,logan apple,2017
9.99,679820,dikobraz games,2017
1.99,687010,sonnori corp,2017
34.99,701311,splash damage,2017
1.99,687020,sonnori corp,2017
49.99,701312,splash damage,2017
19.99,701310,splash damage,2017
19.99,693160,trion worlds,2017
14.99,468650,interabang entertainment,2017
0.99,691080,laush dmitriy sergeevich,2017
0.99,698130,stegalosaurus game development,2017
9.99,662680,"iocane games, llc",2017
2.99,686070,studio229,2017
4.99,686220,dan fornace,2017
1.99,690860,ensenasoft,2017
0.99,693190,tero lunkka,2017
0.99,555390,gunsquad,2017
0.99,693890,ripknot systems,2017
0.99,694490,lillywelland inc.,2017
0.0,659000,lost-ride studios,2017
9.99,644080,spry fox llc,2017
1.99,683530,fanplymouth,2017
3.99,689080,crystal box team,2017
0.99,685020,spacevb studio,2017
9.99,679690,rebusmind,2017
12.99,668730,studio desgraff,2017
0.0,685830,symphonic square,2017
4.99,638780,super dead llc,2017
1.99,698240,kremlingames,2017
4.99,670950,indy lion studios,2017
6.99,614270,"smiteworks usa, llc",2017
6.99,685250,"smiteworks usa, llc",2017
2.99,645900,mothership entertainment llc,2017
3.99,698890,brace yourself games,2017
0.99,683830,spectrum games,2017
7.99,637720,ubisoft - san francisco,2017
39.99,592461,flying wild hog,2017
2.99,637721,ubisoft - san francisco,2017
2.99,637722,ubisoft - san francisco,2017
2.99,637723,ubisoft - san francisco,2017
8.99,691700,alien mind,2017
14.99,677300,pillow fight,2017
1.99,687220,sonnori corp,2017
1.99,687230,sonnori corp,2017
1.99,687170,sonnori corp,2017
1.99,687070,sonnori corp,2017
1.99,687040,sonnori corp,2017
19.99,664750,sludj games,2017
1.99,687210,sonnori corp,2017
1.99,687200,sonnori corp,2017
1.99,687190,sonnori corp,2017
1.99,687050,sonnori corp,2017
1.99,687060,sonnori corp,2017
1.99,687180,sonnori corp,2017
9.99,635930,pixel barons,2017
1.99,687080,sonnori corp,2017
3.99,666350,"team17 digital ltd,mouldy toof studios",2017
19.99,641990,"team17 digital ltd,mouldy toof studios",2017
9.99,701180,"team17 digital ltd,mouldy toof studios",2017
24.99,670640,starlight productions,2017
2.99,696210,skybox labs,2017
3.99,662940,hand cannon games,2017
0.0,684250,一杯烟雨游戏工作室,2017
1.99,679960,chano h. hansen,2017
3.99,461249,scs software,2017
14.99,657500,hexwar games,2017
4.99,673280,pronetis games,2017
9.99,657990,ferullo gaming,2017
9.99,629350,lost in pixels,2017
49.99,602813,flightsoft,2017
9.99,624680,xiotex studios ltd,2017
0.99,674630,牛学者,2017
9.99,429360,craftven,2017
1.99,691480,ninja kiwi,2017
5.99,676820,bithell games,2017
0.99,689990,putilin_industries,2017
0.99,692200,blender games,2017
2.99,664340,bernhardp,2017
19.99,361800,oddonegames,2017
1.99,683760,tuomo laine,2017
11.99,690430,"kadokawa,yoji ojima",2017
3.99,662980,bad attempt,2017
0.99,690240,ripknot systems,2017
1.99,624780,"larry martin,phillip brossia",2017
5.99,691980,flynnfour games,2017
14.99,681330,deimos games,2017
0.99,644310,alexey glinskiy,2017
9.99,622170,three gates ab,2017
4.99,548320,alder games,2017
1.99,696340,michael klaus schmidt,2017
6.99,589740,blue horizon studios ltd,2017
3.99,676550,sp digital arts inc.,2017
0.99,684490,muggle,2017
4.99,694610,lumak software,2017
9.99,670180,quicksilver software,1992
0.99,676000,tower up studios,2017
2.99,696190,h l nunnelly,2017
7.99,604110,jovian industries,2017
14.99,662920,tailwind games,2017
4.99,675210,digitaldna games llc,2014
0.99,678820,rotatipyra,2017
4.99,684130,raleachgamesstudio,2017
2.99,688680,dede bayi,2017
24.99,227860,sauropod studio,2017
6.99,685770,nijumi games,2017
0.99,681480,games++,2017
19.99,638160,"compile heart,idea factory",2017
2.99,688170,denki gaka,2017
5.99,688090,"compile heart,idea factory",2017
4.99,697420,outlier interactive,2017
3.99,692510,"batterystaple games,fire hose games",2017
3.99,676320,beaver drummer,2017
8.99,672860,casualogic,2017
4.99,647370,sat-box,2017
0.0,621880,ntroy ltd,2017
8.99,691920,virtual top,2017
0.0,648650,nicolas clarysse,2017
0.99,691130,g. malta,2017
14.99,635430,rortos srl,2017
39.99,621870,thomson interactive,2017
5.99,687650,萌石游戏,2017
29.99,675340,"a-flight,caipirinha games",2017
4.99,696230,asymmetric,2017
9.99,688700,rockfish games,2017
1.99,688020,whackakeygames,2017
14.99,626790,the artistocrats,2017
6.99,614581,colossal order ltd.,2017
1.99,586130,"tero lunkka,mikko seppälä",2017
6.99,666050,nova ideas,2017
4.99,690670,boogygames studios,2017
1.99,676730,dio alias games,2017
0.99,689180,ripknot systems,2017
11.99,639470,bonfire entertainment,2017
0.99,661300,autonomic interactive,2017
14.99,322110,"batterystaple games,fire hose games",2017
5.99,591504,dl softworks,2017
14.99,643620,screaming villains,2017
3.99,675160,squix games,2017
1.99,686490,stalkeralex..,2017
1.99,683130,simple interactive games,2017
6.99,665350,spinal games,2017
